dataset,category,n_digit,codebook_size,sid_quantizer,sent_emb_model,sent_emb_pca,target_item,collision_size,sid,others
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000PW5NAA,1,"(8, 92, 218, 24)",B000F27PFG
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000PW64JY,1,"(242, 132, 220, 22)",B000PW20XS
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000PW6XSQ,5,"(207, 218, 122, 235)",B0051F8XZ8;B000PW3ROO;B00162JJHQ;B00162QDMK;B001OPPF46
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000PW8KSM,1,"(71, 152, 201, 244)",B002APAWY2
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000PW98WO,19,"(84, 28, 115, 217)",B000I7NX5E;B0017YLTAI;B001QVWSMA;B00CPCHBCQ;B0017YGE8A;B0006968YM;B000U439KO;B00009363P;B0017YEMWA;B0000X6L78;B0002INNUO;B000Q04MRG;B0000X6I5I;B0007IKGB8;B0002INNTK;B003D7LX3U;B0002INNU4;B0017YEMPM;B000VXHCXY
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000PWA7I8,3,"(38, 240, 49, 157)",B001DCD6JG;B0000C52L6;B0017IEZRS
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000PWBAA2,1,"(246, 208, 199, 87)",B0000C1D27
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000PWBHMI,11,"(242, 72, 144, 22)",B000S5QFCO;B001HBHNM4;B001A4N47G;B000H6HA28;B000MX5ZCI;B0002INOL2;B0002INOZ8;B0013R89LG;B0000C526W;B0013R89DO;B001MQNJ4U
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000PWF1HU,9,"(38, 240, 49, 167)",B0017IAE1E;B000JWO4J2;B000PW6Z84;B0016A283A;B000KOPL3M;B0000C52PI;B001ABN3NY;B0014VVXLY;B000K17SVS
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000PWLNHM,2,"(230, 36, 186, 176)",B002DD0Z5C;B0038PFCOI
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000PX0LKG,47,"(113, 193, 135, 232)",B00004YVAJ;B00004YVB4;B0007QCOB0;B0001P151W;B000VY4OJS;B0000224UE;B0007QCOG0;B002EYASY8;B0042Z38Y4;B0001GS19U;B00006IS69;B000MLU8PE;B0007QCO6K;B0002T5YNW;B000H3BLBM;B000FNI1V2;B000VY6E5U;B00004YVBA;B0027MSC2M;B001B16ZSI;B000687B44;B00004YVB1;B00009MKJ3;B000687AWC;B0007QCO92;B000687B4O;B00007E8F3;B000FNI1BM;B001S0FQ1Y;B000VY2Y7M;B0001P15JY;B000FNFXQS;B001DZT0M0;B001F0GNT6;B00004YVBB;B0009KF4H0;B0007QCO9M;B0007QCO6U;B0015ZVPUI;B00005ML8D;B007JTO5ZG;B00006OALR;B000QGF986;B007PEL05S;B0007QCO8I;B000FNIL8K;B001QUXH5S
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000Q04NKW,3,"(207, 148, 122, 235)",B000H8ZO1U;B000PW8CS0;B000PWB6TW
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000Q28HBQ,15,"(113, 45, 244, 53)",B000G79A76;B000KOQ3F2;B001TED2PG;B001TE9MAA;B001TED2RO;B0010KHNTA;B00162TC5U;B00162TC6O;B001TEBMG2;B0019MWRW2;B0019N3TZK;B001IV8O1M;B001I11TAA;B0027YVUC4;B001TE7O9Q
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000Q2DUIG,2,"(114, 114, 144, 22)",B000O7F7YI;B000AU4FOC
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000Q5K0L8,1,"(159, 122, 193, 188)",B009SM5IR6
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000Q6D5XW,3,"(121, 154, 181, 151)",B0006ZK3XI;B001EJ83CI;B000Q1QJBC
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000Q9BFZO,21,"(8, 92, 20, 44)",B00007E1M5;B0001WC6XQ;B001EICW7G;B00004U9J9;B000X23DL8;B0036Z1XNE;B004WN5AQ0;B0017KO3T6;B001RXMWJ6;B000NDWFSY;B001C2LGPI;B00007E1M2;B000BSY9F8;B001D0PZX8;B000JVQT3M;B00AU6GRH4;B000BSWECS;B00AU6GY5O;B0073H2L1Y;B0074FH7N2;B004WN5CT0
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000Q9C4AE,2,"(169, 223, 208, 7)",B000WUKFBM;B000MDB4C8
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000Q9F2U8,4,"(36, 243, 63, 21)",B000Q9BPM2;B000Q9F2US;B000MD68JM;B0006FRKLG
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000Q9GCTI,1,"(172, 116, 11, 236)",B000WAJ9NM
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000QCJS0U,3,"(105, 182, 248, 177)",B002F85L40;B000O5YT7G;B002IABZXQ
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000QDD66Q,1,"(64, 181, 130, 53)",B00501M8UY
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000QDD6D4,3,"(1, 86, 130, 93)",B005LD2K36;B004X6ZLMO;B000QDF9O8
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000QFMX7M,2,"(69, 21, 216, 236)",B000QFQ8KU;B000QFMX8G
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000QFMX8G,2,"(69, 21, 216, 236)",B000QFQ8KU;B000QFMX7M
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000QFQ8KU,2,"(69, 21, 216, 236)",B000QFMX7M;B000QFMX8G
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000QGJN60,8,"(94, 221, 75, 39)",B0037H3EB0;B001HN6CX8;B005PU5XK2;B002MD01KC;B001HN6CW4;B002MD01DE;B0037H9P4A;B000M3YG8M
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000QJ8BV0,2,"(92, 35, 250, 114)",B000QJ8BW4;B004E3RE5I
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000QJ8BW4,2,"(92, 35, 250, 114)",B000QJ8BV0;B004E3RE5I
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000QJ8CW8,4,"(92, 122, 250, 114)",B000QJAFIM;B00IHR0H1K;B000QJC4AY;B0076IHB2Y
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000QJC4AY,4,"(92, 122, 250, 114)",B000QJAFIM;B00IHR0H1K;B0076IHB2Y;B000QJ8CW8
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000QSXMME,3,"(251, 83, 55, 199)",B0015R40JE;B001G7Q24Y;B0015R9PZI
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000QU96OA,1,"(61, 186, 172, 49)",B002QVLXFC
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000QV1WSM,3,"(12, 233, 74, 249)",B001PQQGFG;B0001FUAXQ;B00152SA22
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000R2MYB4,3,"(15, 25, 253, 125)",B0029LIYE2;B0009FTIH2;B0014UG3VK
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000R30XAC,20,"(176, 238, 79, 165)",B000ET7E0Q;B0012QY5DO;B001BMTZSY;B003C1HEBC;B001CXPKEK;B003C1HEBW;B000X4LR78;B0001WBIGM;B003SARH96;B0051BY8ZG;B001C3WXJ0;B003FN85BA;B001AC2M62;B001C443VA;B000MD7MAQ;B001O4BSQ6;B002VXO9BK;B000MD69WS;B00190XOW6;B0018PG10E
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000R5PJVS,2,"(39, 156, 99, 199)",B000R5NRAS;B000R5PJX6
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000R5PJX6,2,"(39, 156, 99, 199)",B000R5NRAS;B000R5PJVS
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000R6QR2C,4,"(111, 59, 99, 51)",B000R5NRDK;B000R5NRDU;B000R5NREY;B000R6QR22
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000R7LA3M,1,"(22, 150, 192, 48)",B000RI87G4
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000R7NYU4,3,"(189, 11, 137, 60)",B000R7K3MQ;B00556FGEO;B00556FEUA
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000RLJZX0,6,"(227, 156, 32, 109)",B000NRUZ9G;B005X5P8P4;B0019DC28U;B000EXU73S;B001O7OD5G;B000FJH4D2
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000RLPI8G,17,"(82, 171, 230, 72)",B000EQ8VJC;B000AO3J9A;B000K7LU0M;B000EQAU50;B0009PVTLU;B000EQCWO2;B002PB0DVS;B002PB2HPS;B002PB2HBW;B000EQCVNY;B0007IS606;B000EQ8WZ0;B002PAT60S;B002PAWK7O;B000EQ815G;B000EQAUVY;B002LSVE4A
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000RLXEW8,10,"(106, 183, 173, 63)",B001P2WEG0;B000RQFX68;B000RQETTK;B001BTD8D0;B000ROO15Y;B001CXJQ5Y;B000F811LY;B002B9Y5EK;B001KN31HK;B008AI242G
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000RMB8Z2,2,"(63, 255, 205, 62)",B004Z1KO6U;B00526UH8M
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000RMEVNS,2,"(27, 213, 101, 45)",B0049IZMUW;B000FN8ZR2
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000RNW792,7,"(118, 188, 44, 132)",B000VWXXNI;B004X168VW;B0000BYSM2;B003XFQVW0;B004X166VO;B000BR7HQC;B001K4TK1K
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000RYBGKM,1,"(251, 19, 193, 66)",B002R5Q3FW
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000RYU20C,3,"(4, 0, 95, 245)",B00162QF6E;B000UUMX0K;B000RYWUO8
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000RYWUO8,3,"(4, 0, 95, 245)",B00162QF6E;B000UUMX0K;B000RYU20C
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000S5ODN2,1,"(236, 192, 182, 150)",B005HQ7SVQ
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000S5ODOG,4,"(236, 192, 182, 146)",B0039LRLD6;B000UGYYO2;B0015DZD2Q;B004GYUH7M
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000S5SCPM,35,"(243, 161, 103, 178)",B001QVYT72;B000STIPXC;B0032GPLRG;B0010XCOH8;B0002ILQF8;B000KOVCFI;B000JWK8CO;B0002ILQ76;B000JWF266;B001AZJ08C;B000H6P5NY;B000PW21SW;B003APQNI0;B000JVQPBI;B000KOP5X8;B000KOVNQ6;B000JUTUI4;B003069D2C;B0002ILQDU;B000KOVE2E;B000H6QXDA;B000STDIEI;B0044UJF6C;B004WYGZDG;B000STKJ5Y;B000H6W9QK;B000H6QXCQ;B000MX3SOK;B0002ILQJ4;B000NNLSMS;B000KORCN4;B000STIQQ8;B0002ILQBM;B000KOTKFM;B000RZ2RN6
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000SBRJQY,1,"(19, 244, 229, 36)",B000FH6M00
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000SKLTIE,1,"(96, 227, 240, 26)",B000SKLTIO
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000SORRSQ,9,"(167, 49, 170, 181)",B0034C6GDG;B0007ZF4Q8;B00ABA08F6;B00BFWKGI8;B001MTI2E4;B004CV2YXE;B001F1ZFPS;B00A45MZN6;B000C9DCG8
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000SOTJPU,3,"(167, 49, 170, 245)",B000LIOQ9W;B001CEMJRK;B001G7QECY
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000SPDS9C,1,"(96, 183, 173, 63)",B000SPJAQW
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000SPJAQW,1,"(96, 183, 173, 63)",B000SPDS9C
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000STDIEI,35,"(243, 161, 103, 178)",B001QVYT72;B000STIPXC;B0032GPLRG;B0010XCOH8;B0002ILQF8;B000KOVCFI;B000JWK8CO;B0002ILQ76;B000JWF266;B001AZJ08C;B000S5SCPM;B000H6P5NY;B000PW21SW;B003APQNI0;B000JVQPBI;B000KOP5X8;B000KOVNQ6;B000JUTUI4;B003069D2C;B0002ILQDU;B000KOVE2E;B000H6QXDA;B0044UJF6C;B004WYGZDG;B000STKJ5Y;B000H6W9QK;B000H6QXCQ;B000MX3SOK;B0002ILQJ4;B000NNLSMS;B000KORCN4;B000STIQQ8;B0002ILQBM;B000KOTKFM;B000RZ2RN6
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000STIQQ8,35,"(243, 161, 103, 178)",B001QVYT72;B000STIPXC;B0032GPLRG;B0010XCOH8;B0002ILQF8;B000KOVCFI;B000JWK8CO;B0002ILQ76;B000JWF266;B001AZJ08C;B000S5SCPM;B000H6P5NY;B000PW21SW;B003APQNI0;B000JVQPBI;B000KOP5X8;B000KOVNQ6;B000JUTUI4;B003069D2C;B0002ILQDU;B000KOVE2E;B000H6QXDA;B000STDIEI;B0044UJF6C;B004WYGZDG;B000STKJ5Y;B000H6W9QK;B000H6QXCQ;B000MX3SOK;B0002ILQJ4;B000NNLSMS;B000KORCN4;B0002ILQBM;B000KOTKFM;B000RZ2RN6
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000STKK9E,2,"(243, 161, 103, 95)",B000KORBWG;B0002ILQKI
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000T26684,18,"(94, 221, 75, 124)",B003ZUJ6GG;B000LGJFYK;B000RT76QA;B000T266N4;B0014WDWJO;B002HMQ486;B000TTHXU2;B000EEGBN2;B000TTNCWK;B003E2WV80;B0018KUBEQ;B00B1PDOH4;B003G4IGP8;B0013G1734;B000HKIX7U;B0083D7DG0;B0084BI4LO;B008KEDM3U
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000T3SO56,2,"(19, 208, 198, 162)",B001E0OVX2;B001C20028
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000T405DY,26,"(56, 163, 180, 179)",B002OKWHVO;B001BVI982;B001C3Q9BI;B009HVH9PW;B002OKSGAK;B005M0313Q;B004TDQ0WQ;B008VS8M58;B000YQ5A9Q;B001KA8ULK;B002OKZTWS;B005M04IKG;B002OIT60G;B004TDPZU4;B002OPC7GE;B002OKSL8W;B0030VEW4G;B000S5VWIG;B009N5L016;B0031FHSII;B001A58NRQ;B0030V9520;B0030VD4EU;B00B0SVFNC;B002J3LFRS;B002OKZPZO
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000TD24VG,1,"(98, 50, 83, 86)",B000WY8JYI
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000TG8D6I,2,"(63, 82, 157, 68)",B004PAS756;B008HV9EGK
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000TG9RCC,8,"(45, 244, 76, 250)",B00384ANUW;B00384755S;B003841ZBS;B001XZZA6A;B000HBB15U;B000GAYUR8;B000ACANXC;B000O8VUR0
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000TN1QVU,2,"(255, 81, 152, 185)",B004QQSW4A;B003Y3KEGU
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000TTILBC,1,"(115, 6, 192, 141)",B001ABQT9O
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000TTNCWK,18,"(94, 221, 75, 124)",B003ZUJ6GG;B000LGJFYK;B000RT76QA;B000T266N4;B0014WDWJO;B002HMQ486;B000TTHXU2;B000EEGBN2;B003E2WV80;B0018KUBEQ;B000T26684;B00B1PDOH4;B003G4IGP8;B0013G1734;B000HKIX7U;B0083D7DG0;B0084BI4LO;B008KEDM3U
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000TTR0JG,6,"(114, 142, 140, 214)",B000JJGXAI;B000VYR0H6;B000TTT1WK;B000JJL81M;B000PWDEWY;B0014VRQII
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000TTT1WK,6,"(114, 142, 140, 214)",B000JJGXAI;B000VYR0H6;B000JJL81M;B000PWDEWY;B000TTR0JG;B0014VRQII
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000TTW5NM,1,"(38, 161, 205, 254)",B000MX3RVO
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000TVI1UG,1,"(154, 187, 142, 127)",B001EL7P34
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000U3V0V0,8,"(114, 129, 41, 103)",B001AMZXQI;B0000AZ8LS;B000NKWJ4M;B000W42W8M;B003KJYQ3K;B000JWO4UQ;B0017OD3IO;B000PWB674
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000U3X4JG,2,"(153, 218, 12, 176)",B005BNIEZO;B002DLFFDG
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000U416EK,5,"(242, 136, 221, 139)",B001Q8H6DY;B0000C52A5;B001CLBJ74;B007ZYQUUI;B00162KNXA
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000U439KO,19,"(84, 28, 115, 217)",B000I7NX5E;B0017YLTAI;B001QVWSMA;B00CPCHBCQ;B0017YGE8A;B000PW98WO;B0006968YM;B00009363P;B0017YEMWA;B0000X6L78;B0002INNUO;B000Q04MRG;B0000X6I5I;B0007IKGB8;B0002INNTK;B003D7LX3U;B0002INNU4;B0017YEMPM;B000VXHCXY
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000U43C1U,5,"(153, 150, 12, 176)",B00269ZVGG;B001V2T1IS;B005BNIXDC;B002V2IPDY;B00422FBL0
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000U66XN2,1,"(198, 146, 0, 6)",B001AQTLJE
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000U83I1A,2,"(96, 131, 69, 187)",B000KI0RM8;B000GA5YPK
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000UGYWQM,1,"(224, 86, 138, 182)",B002SCUO2C
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000UGYYO2,4,"(236, 192, 182, 146)",B000S5ODOG;B0039LRLD6;B0015DZD2Q;B004GYUH7M
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000UH0RVU,7,"(224, 84, 138, 182)",B000UGYWTO;B0035HCLPC;B000UGYWVC;B004AMY6GS;B00CA7UZY2;B000UH2MFO;B000ODJD4W
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000UI0VOC,5,"(123, 63, 204, 3)",B0000A0AGO;B0000A0AGY;B000GEWB52;B0000A0AGR;B0000A0AGW
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000UJCAS6,4,"(93, 131, 69, 187)",B000U858UO;B004PZF79K;B000H6AB4M;B00B4E63I4
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000ULGI5U,3,"(175, 52, 58, 155)",B000GCRWCG;B0047D6XA2;B000WY49RO
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000UPWYMM,1,"(212, 61, 8, 205)",B000BSWEAA
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000UU80GG,3,"(104, 84, 13, 165)",B009KHB968;B0018VH8SW;B004Q7T0FE
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000UVD3US,1,"(109, 164, 232, 241)",B0006966IU
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000UVTDLG,13,"(204, 3, 161, 222)",B0077SYFB8;B001CZ9MRY;B002E6RERU;B002UD5HJO;B0007VM8UC;B001EWNEC4;B002368VJ6;B0077SYASQ;B004NKSPR8;B0041VOSHA;B004NKSPXC;B0077SYCPM;B000VXS6XO
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000V196NU,7,"(167, 215, 240, 183)",B000ARB1UQ;B001A3Y6PQ;B000G7Y34Q;B00011VJ7Q;B000JKBIQ6;B007WPNNCS;B000ARB1SS
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000V3UO20,3,"(255, 142, 140, 214)",B007Y9R0M6;B000R2ZMTA;B005NHPII4
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000V3UO34,2,"(195, 215, 117, 246)",B003OBGFK6;B003OBGFF6
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000V7PH8C,2,"(78, 185, 236, 112)",B000V9JSL2;B000V9JSR6
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000V98OGM,1,"(250, 94, 152, 239)",B002C02R9I
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000V9JQXM,1,"(108, 185, 77, 112)",B001EULPY0
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000V9JSL2,2,"(78, 185, 236, 112)",B000V7PH8C;B000V9JSR6
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000V9JSR6,2,"(78, 185, 236, 112)",B000V9JSL2;B000V7PH8C
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000VAYDF2,2,"(87, 80, 187, 55)",B004JT7F8I;B003DL8OS8
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000VB1JA8,1,"(124, 29, 242, 252)",B0009PD5GM
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000VCDXNS,16,"(47, 148, 150, 152)",B007WKK5HE;B003P90K58;B003UO1DLS;B000GE5QRM;B0087T8UOE;B001CC724W;B000A6T9I8;B000OC5RXE;B000A6QINW;B000NWTX6W;B003JVGEVQ;B005MHDPBW;B0041G3ZK6;B00B5WHBTK;B000MVH5SC;B000MVKU98
AmazonReviews2014,Sports_and_Outdoors,4,256,opq_pq,Alibaba-NLP/gte-large-en-v1.5,512,B000VDFQAA,1,"(95, 16, 143, 255)",B000VPK58Q
